date,symbol,open,high,low,close,volume,prev_close,ret_1d,gap_open_pct,gap_abs_pct,intraday_range_pct,true_range_pct,vol20,cluster_score,trigger_gap_15,trigger_range_15,trigger_tr_15,trigger_any_15,trigger_cluster,compression_flag,label_next_day_expansion,permission_strength,permission_reason,trade_permission,day_type,feature_ts,feature_version,rates10y,vix,vix3m,vix_term,vix9d
2024-02-15,SPY,499.2900085449219,502.2000122070313,498.7999877929687,502.010009765625,61683000.0,498.5700073242187,0.006899738032515,0.0014441326396013,0.0014441326396013,0.0067728219515978,0.0072309412406084,0.0076632573124035,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-16,SPY,501.7000122070313,502.8699951171875,498.75,499.510009765625,75532900.0,502.010009765625,-0.0049799803816007,-0.0006175127040564,0.0006175127040564,0.0082480731850011,0.0082480731850011,0.0077117764087806,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-20,SPY,497.7200012207031,498.4100036621094,494.4500122070313,496.760009765625,71736700.0,499.510009765625,-0.0055053951797489,-0.0035835288781534,0.0035835288781534,0.0079716389750182,0.0101860001995351,0.0077388269938148,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-21,SPY,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400.0,496.760009765625,0.0009058331600915,-0.0026974722432323,0.0026974722432323,0.0076627534121827,0.0076627534121827,0.0074433890472147,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-22,SPY,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500.0,497.2099914550781,0.0206954983241753,0.0136763508928023,0.0136763508928023,0.010778327528479,0.0222265985798953,0.008628895955878,0.0,0,0,1,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-23,SPY,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800.0,507.5,0.0006896671990455,0.0034876630811269,0.0034876630811269,0.0059663261649725,0.0059663261649725,0.0083629008879337,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-26,SPY,508.2999877929687,508.75,505.8599853515625,505.989990234375,50386700.0,507.8500061035156,-0.0036625299729965,0.0008860523462539,0.0008860523462539,0.0057116043878631,0.0057116043878631,0.0082660853264799,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-27,SPY,506.7000122070313,507.1600036621094,504.75,506.9299926757813,48854500.0,505.989990234375,0.0018577490850577,0.0014032332385218,0.0014032332385218,0.0047541153550382,0.0047541153550382,0.0080222631282746,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-28,SPY,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600.0,506.9299926757813,-0.0013216478011486,-0.0031562664009484,0.0031562664009484,0.0037530001576936,0.0038912834960342,0.0078515675176628,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-02-29,SPY,508.0700073242187,509.739990234375,505.3500061035156,508.0799865722656,83924800.0,506.260009765625,0.0035949448337488,0.0035752331285887,0.0035752331285887,0.0086403405898275,0.0086403405898275,0.0076459286688887,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-01,SPY,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800.0,508.0799865722656,0.0093882639342919,0.0017714226851059,0.0017714226851059,0.0092229320345505,0.0101588996843095,0.0074195680708487,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-04,SPY,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300.0,512.8499755859375,-0.0010724145835053,-0.0015988034085907,0.0015988034085907,0.0042943827043781,0.0042943827043781,0.0072000747161598,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-05,SPY,510.239990234375,510.7000122070313,504.9100036621094,507.1799926757813,72855600.0,512.2999877929688,-0.0099941347631977,-0.0040210767278531,0.0040210767278531,0.0114160823150277,0.0145707327528266,0.0075831449879236,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-06,SPY,510.5499877929687,512.0700073242188,508.4200134277344,509.75,68382400.0,507.1799926757813,0.0050672490266421,0.0066445742455416,0.0066445742455416,0.0071603607581841,0.0095929664510789,0.0076196940596354,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-07,SPY,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100.0,509.75,0.00992642973731,0.0066503475202304,0.0066503475202304,0.0118102156498072,0.0119267587606215,0.0077013517803317,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-08,SPY,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500.0,514.8099975585938,-0.0060022073241476,0.0012626491659935,0.0012626491659935,0.0138551665039464,0.0138551665039464,0.0078883766774767,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-11,SPY,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200.0,511.7200012207031,-0.0008598499967885,-0.0024231810978992,0.0024231810978992,0.0066108685864544,0.0066108685864544,0.0078319763169287,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-12,SPY,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400.0,511.2799987792969,0.0107573746884479,0.0042442759992868,0.0042442759992868,0.0126166244081085,0.0126166244081085,0.0081167860618268,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-13,SPY,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100.0,516.780029296875,-0.0015675114126452,0.0006384845311,0.0006384845311,0.0054266487430521,0.0054266487430521,0.0073211405304904,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-14,SPY,516.969970703125,517.1300048828125,511.8200073242187,514.9500122070312,110171800.0,515.969970703125,-0.0019767787933546,0.0019380972862379,0.0019380972862379,0.0103116757602074,0.0103116757602074,0.0071897671640372,0.0,0,0,0,0,0.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-15,SPY,510.2099914550781,511.7000122070313,508.1199951171875,509.8299865722656,107646300.0,514.9500122070312,-0.0099427624301272,-0.0092048172435957,0.0092048172435957,0.0070219821982485,0.0133966562770541,0.0075202960728065,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-18,SPY,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300.0,509.8299865722656,0.0059431552852911,0.0081792235403228,0.0081792235403228,0.0059275009050664,0.0110166401315387,0.0074749502439912,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-19,SPY,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300.0,512.8599853515625,0.0055571436698069,-0.001384317275237,0.001384317275237,0.00946269158033,0.00946269158033,0.007349524999003,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-20,SPY,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600.0,515.7100219726562,0.0092493034706753,0.0001163397181311,0.0001163397181311,0.0106439790870618,0.0106439790870618,0.0075248774973952,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-21,SPY,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100.0,520.47998046875,0.0033047029719224,0.0055910588089607,0.0055910588089607,0.0042129685093899,0.0069513688202928,0.0061725773233061,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-22,SPY,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800.0,522.2000122070312,-0.0018958066090249,-0.0001723991830031,0.0001723991830031,0.0031465524055551,0.0031465524055551,0.0062161888752231,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-25,SPY,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100.0,521.2100219726562,-0.0027628065092766,-0.0027053090313783,0.0027053090313783,0.0025781149452929,0.0030783549665614,0.0061814099291249,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-26,SPY,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700.0,519.77001953125,-0.0018470129799368,0.0028088594621455,0.0028088594621455,0.0061293974494431,0.0061293974494431,0.0062211706937995,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-27,SPY,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800.0,518.8099975585938,0.0084038190707187,0.0055897620086531,0.0055897620086531,0.0071105603528482,0.0084103151132394,0.0063932747940304,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-03-28,SPY,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900.0,523.1699829101562,-0.0001910957990773,7.65316509125924e-05,7.65316509125924e-05,0.0034984916532467,0.0034984916532467,0.0063891274729557,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-01,SPY,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500.0,523.0700073242188,-0.0017397942282005,0.001452979056308,0.001452979056308,0.0065306311381006,0.0065306311381006,0.0061434813324852,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-02,SPY,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300.0,522.1599731445312,-0.0063581018458179,-0.0075072451198231,0.0075072451198231,0.0048184408885176,0.0109474835821861,0.0063440245143914,0.0,0,0,0,0,0.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-03,SPY,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800.0,518.8400268554688,0.001098501001391,-0.0021587697447555,0.0021587697447555,0.0063149139725168,0.0063149139725168,0.0058280555854708,0.0,0,0,0,0,0.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-04,SPY,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100.0,519.4099731445312,-0.0122060918120806,0.0079129138815652,0.0079129138815652,0.0216539364861799,0.0216539364861799,0.0064705440747096,0.1,0,1,1,1,1.0,0,1,1,trigger,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-05,SPY,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500.0,513.0700073242188,0.0104468888749043,0.0027092104948538,0.0027092104948538,0.0124028176737885,0.0142159890849459,0.0065120219985392,0.1,0,0,0,0,1.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-08,SPY,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800.0,518.4299926757812,0.0005593388334788,0.0013888697576407,0.0013888697576407,0.0044146710299965,0.0044146710299965,0.0063369968195354,0.1,0,0,0,0,1.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-09,SPY,520.5,520.75,514.3499755859375,519.3200073242188,68049200.0,518.719970703125,0.0011567640634317,0.0034315804237539,0.0034315804237539,0.0123238548944771,0.0123238548944771,0.0063269296299972,0.1,0,0,0,0,1.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-10,SPY,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800.0,519.3200073242188,-0.0100131174106389,-0.0112455264058847,0.0112455264058847,0.0079163353452821,0.0140628268447369,0.0063110258229769,0.1,0,0,0,0,1.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-11,SPY,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000.0,514.1199951171875,0.0075468857847633,0.0030343063358937,0.0030343063358937,0.0142856435886221,0.0142856435886221,0.0065351458956329,0.1,0,0,0,0,1.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-12,SPY,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92561100.0,518.0,-0.01380307702024,-0.007007731434001,0.007007731434001,0.0131937372446411,0.0174611203311346,0.0072409770139786,0.1,0,0,1,0,1.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-15,SPY,515.1300048828125,515.2999877929688,503.5799865722656,504.4500122070313,92101400.0,510.8500061035156,-0.0125281272781027,0.0083781907177458,0.0083781907177458,0.0232332261613527,0.0232332261613527,0.0074410921695007,0.2,0,1,1,1,2.0,0,0,1,trigger,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-16,SPY,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000.0,504.4500122070313,-0.0018237950351298,0.0009713355585645,0.0009713355585645,0.0085198668506784,0.0085198668506784,0.0072880150916864,0.2,0,0,0,0,2.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-17,SPY,506.0499877929687,506.2200012207031,499.1199951171875,500.5499877929687,75910300.0,503.5299987792969,-0.0059182392182244,0.0050046452441385,0.0050046452441385,0.0141844097026573,0.0141844097026573,0.0072047836244319,0.2,0,0,0,0,2.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-18,SPY,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100.0,500.5499877929687,-0.0020577341013199,0.002856903862219,0.002856903862219,0.0111507195842493,0.0111507195842493,0.0067489111245308,0.1,0,0,0,0,1.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-19,SPY,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102212600.0,499.5199890136719,-0.0087283501110165,-0.0001601268698446,0.0001601268698446,0.0133290371893998,0.0133290371893998,0.0067844395290539,0.1,0,0,0,0,1.0,0,1,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-22,SPY,497.8299865722656,502.3800048828125,495.4299926757813,499.7200012207031,67961000.0,495.1600036621094,0.0092091395202942,0.0053921619080894,0.0053921619080894,0.0139078127552508,0.014448093338402,0.007283982626633,0.1,0,0,0,0,1.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-23,SPY,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600.0,499.7200012207031,0.0118666306357473,0.0041223035971376,0.0041223035971376,0.012973395901863,0.012973395901863,0.0079184945224705,0.1,0,0,0,0,1.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-24,SPY,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100.0,505.6499938964844,-0.0004746172990642,0.0017996710631735,0.0017996710631735,0.0083892091641495,0.0083892091641495,0.0079198736579169,0.1,0,0,0,0,1.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-25,SPY,499.1799926757813,504.2699890136719,497.489990234375,503.489990234375,69122400.0,505.4100036621094,-0.0037989224863423,-0.0123266475558192,0.0123266475558192,0.013466005105962,0.0157302301562094,0.0075982780980799,0.1,0,0,1,0,1.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-26,SPY,506.3500061035156,509.8800048828125,505.7000122070313,508.260009765625,64306100.0,503.489990234375,0.0094739113463397,0.0056803827774396,0.0056803827774396,0.0082241226841922,0.0125723340921197,0.0080081626671173,0.1,0,0,0,0,1.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-29,SPY,510.0899963378906,510.75,507.25,510.05999755859375,46415400.0,508.260009765625,0.0035414704253415,0.0036004929309891,0.0036004929309891,0.0068619378440826,0.0068619378440826,0.0080832488834407,0.0,0,0,0,0,0.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-04-30,SPY,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600.0,510.05999755859375,-0.0158412473256882,-0.0029408305046068,0.0029408305046068,0.0151001761153235,0.0160962317132697,0.0086627782960755,0.1,0,1,1,1,1.0,0,1,1,trigger,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-01,SPY,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,80242800.0,501.9800109863281,-0.0032471509764099,-0.0011952788764172,0.0011952788764172,0.0166283745832461,0.0166283745832461,0.0086456259770166,0.2,0,1,1,1,2.0,0,0,1,trigger,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-02,SPY,504.1499938964844,505.8900146484375,499.5499877929687,505.0299987792969,62550200.0,500.3500061035156,0.0093534378309032,0.007594659231767,0.007594659231767,0.0125537628869436,0.0125537628869436,0.0086281073387025,0.2,0,0,0,0,2.0,0,1,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-03,SPY,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,72756700.0,505.0299987792969,0.0123953226159951,0.0121379024961472,0.0121379024961472,0.0078037711820931,0.0147078739814865,0.008771051144272,0.2,0,0,0,0,2.0,0,0,0,none,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-06,SPY,513.75,516.6099853515625,513.2999877929688,516.5700073242188,47264700.0,511.2900085449219,0.010326817835387,0.0048113427095495,0.0048113427095495,0.0064076456465972,0.0102986560024992,0.0091077806311923,0.2,0,0,0,0,2.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-07,SPY,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,52561300.0,516.5700073242188,0.0011034464179817,0.0019164686689865,0.0019164686689865,0.004099460604743,0.004099460604743,0.0091073801918135,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-08,SPY,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,42047200.0,517.1400146484375,9.666200942248793e-05,-0.0036353885399693,0.0036353885399693,0.0050271188028853,0.0050271188028853,0.0088079939093024,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-09,SPY,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,43643700.0,517.1900024414062,0.0057618678912643,0.0003673745441894,0.0003673745441894,0.0067285697271857,0.0067285697271857,0.0087398461875134,0.2,0,0,0,0,2.0,0,0,0,none,0,trend,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-10,SPY,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,52233200.0,520.1699829101562,0.0012881249732326,0.0031528436901764,0.0031528436901764,0.0058559013050183,0.0058559013050183,0.0080904573505734,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
2024-05-13,SPY,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,36716400.0,520.8400268554688,0.0001342951490974,0.0033023013102682,0.0033023013102682,0.0056247582631102,0.0056247582631102,0.0074458698732363,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,2026-06-16T02:15:11.691849+00:00,v1_clean_daily_features_orb_trend,0.0,0.0,,0.0,0.0
