date,symbol,ovl_vix,ovl_vix3m,ovl_vix_term,ovl_rates10y,ovl_darkpool,ovl_tariff,ovl_vix_contango,dp_shares_z_26w,dp_trades_vs_13w,dp_shares_vs_13w,dp_avg_trade_size
2024-04-30,SPY,0.0,0.0,0.32489625195792815,0.0,0.0,,0.0,-1.081958254790528,1.0359734585890092,0.8080474576001722,211.40215360369143
2024-05-01,SPY,0.0,0.0,0.09857533432992804,0.0,0.0,,0.0,-1.081958254790528,1.0359734585890092,0.8080474576001722,211.40215360369143
2024-05-02,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.081958254790528,1.0359734585890092,0.8080474576001722,211.40215360369143
2024-05-03,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.081958254790528,1.0359734585890092,0.8080474576001722,211.40215360369143
2024-05-06,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-2.108743550368802,0.8390686417414885,0.5012759795169079,156.6605988955747
2024-05-07,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-2.108743550368802,0.8390686417414885,0.5012759795169079,156.6605988955747
2024-05-08,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-2.108743550368802,0.8390686417414885,0.5012759795169079,156.6605988955747
2024-05-09,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-2.108743550368802,0.8390686417414885,0.5012759795169079,156.6605988955747
2024-05-10,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-2.108743550368802,0.8390686417414885,0.5012759795169079,156.6605988955747
2024-05-13,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.8633651538839809,0.935746542520372,0.8499172160776463,235.64533792963226
