date,ret_1d_net,equity
2024-08-14,0.0029547893918812963,0.014959812883165112
2024-08-16,0.0020420131591913694,0.01700182604235648
2024-08-19,0.009361414761256381,0.02636324080361286
2024-08-23,0.010425354160183286,0.03678859496379615
2024-08-26,-0.002583837980234005,0.034204756983562144
2024-08-27,0.0011730978823098815,0.03537785486587203
2024-08-28,-0.006005274200081922,0.029372580665790106
2024-08-29,-0.00011046427715968293,0.029262116388630424
2024-08-30,0.00934601472714378,0.03860813111577421
2024-09-13,0.005022741901835138,0.043630873017609345
2024-09-17,0.00020860716682655783,0.043839480184435904
2024-09-20,-0.004981219240837186,0.03885826094359872
2024-10-02,0.00022205732551758856,0.03908031826911631
2024-10-14,0.007978318945803564,0.047058637214919874
2024-10-21,-0.0018422140791901852,0.04521642313572969
2024-10-22,-0.0007311542518380285,0.04448526888389166
2024-10-29,0.0014183778622804733,0.04590364674617214
2024-10-30,-0.0032252672130528514,0.04267837953311929
2024-11-12,-0.003306395419244068,0.03937198411387522
2024-11-13,0.000285806693723001,0.03965779080759822
2024-11-18,0.003897352819568911,0.043555143627167135
2024-11-20,0.00013883146055790902,0.043693975087725045
2024-11-21,0.005168302980789608,0.048862278068514654
2024-11-25,0.003192083253218603,0.05205436132173326
2024-12-13,-0.0003985589227643247,0.051655802398968935
2024-12-17,-0.0043200416792106506,0.047335760719758285
2024-12-23,0.005788290418921239,0.053124051138679525
2024-12-24,0.010915010046286677,0.0640390611849662
2024-12-26,-0.00013341250072709237,0.0639056486842391
2024-12-31,-0.0038380159121820467,0.06006763277205706
2025-01-17,0.009839892999691435,0.0699075257717485
2025-01-21,0.00895353684308795,0.07886106261483644
2025-01-22,0.005421448830210874,0.08428251144504731
2025-01-23,0.005258079192118604,0.0895405906371659
2025-01-24,-0.0031192772396473555,0.08642131339751855
2025-01-29,-0.004682931722852856,0.08173838167466568
2025-01-30,0.005167110021191613,0.08690549169585729
2025-01-31,-0.005521913956203849,0.08138357773965343
2025-02-04,0.006508281838506247,0.08789185957815968
2025-02-19,0.0021549076262954215,0.09004676720445509
2025-02-24,-0.004750422471648163,0.08529634473280692
2025-02-26,0.0003048259926943022,0.08560117072550122
2025-03-04,-0.012036911709231069,0.07356425901627014
2025-03-05,0.010547863198125484,0.08411212221439562
2025-03-06,-0.017951133038238275,0.06616098917615734
2025-03-18,-0.011008436249554188,0.055152552926603156
2025-03-19,0.010690850841058341,0.0658434037676615
2025-03-20,-0.0030917790177164227,0.06275162474994507
2025-03-21,-0.0028702678945725867,0.059881356855372485
2025-03-26,-0.012138266525687414,0.04774309032968507
2025-03-27,-0.0028557092004866335,0.04488738112919844
2025-04-01,0.0026244266313557364,0.04751180776055418
2025-04-02,0.006128411525621025,0.053640219286175204
2025-04-16,-0.02242803246337901,0.031212186822796195
2025-04-17,0.001226777837987947,0.03243896466078414
2025-04-22,0.02581773758493775,0.058256702245721895
2025-04-23,0.015295463082325855,0.07355216532804774
2025-04-24,0.020848933343866373,0.09440109867191412
2025-04-25,0.007025323655803751,0.10142642232771787
2025-04-28,0.00018130345037501455,0.10160772577809288
2025-04-29,0.0060994134375520264,0.1077071392156449
2025-05-01,0.0068869420267252185,0.11459408124237011
2025-05-02,0.01464419843033402,0.12923827967270413
2025-05-06,-0.008558364343191039,0.12067991532951308
2025-05-23,-0.007025775301577574,0.1136541400279355
2025-05-29,0.003747403401760141,0.11740154342969564
2025-05-30,-0.0013185037847383229,0.11608303964495731
2025-06-02,0.005432954820585346,0.12151599446554265
2025-06-05,-0.005032790626766447,0.1164832038387762
2025-06-17,-0.00874510427008104,0.10773809956869515
2025-06-20,-0.005489189092826385,0.10224891047586876
2025-06-24,0.010847245877038092,0.11309615635290685
2025-06-27,0.004768339764334307,0.11786449611724115
2025-08-04,0.01499978873502148,0.13286428485226262
2025-08-05,-0.005269968936540436,0.12759431591572218
2025-08-06,0.007459695237280717,0.1350540111530029
2025-08-07,-0.0010376201402309214,0.13401639101277196
2025-08-21,-0.0042118437532102865,0.12980454725956167
2025-08-26,0.003986969919329098,0.13379151717889076
2025-08-28,0.003341403909580021,0.13713292108847078
2025-09-03,0.005219542688669621,0.1423524637771404
2025-09-04,0.00815741908911669,0.15050988286625708
2025-09-19,0.0019743762573189772,0.15248425912357605
2025-09-22,0.004531075170536503,0.15701533429411255
2025-09-23,-0.005643591771073008,0.15137174252303953
2025-09-24,-0.0033815658943793458,0.14799017662866018
2025-09-26,0.0055290777314567,0.15351925436011687
2025-09-29,0.0026104096748033935,0.15612966403492026
2025-09-30,0.003566875644270362,0.15969653967919062
2025-10-02,0.0009518565068935338,0.16064839618608415
2025-10-03,-0.00021486615896761912,0.16043353002711652
2025-10-16,-0.007010241559458085,0.15342328846765843
2025-10-17,0.005476313751590723,0.15889960221924915
2025-10-20,0.01020047711762737,0.1691000793368765
2025-10-22,-0.005398930936866852,0.16370114840000966
2025-10-23,0.005729952148911788,0.16943110054892144
2025-10-24,0.00797254697297387,0.1774036475218953
2025-10-28,0.0024560144623144487,0.17985966198420975
2025-10-29,0.00028033227231458754,0.18013999425652433
2025-10-30,-0.011198119550020392,0.16894187470650393
2025-10-31,0.0030802030105936185,0.17202207771709754
2025-11-03,0.0016767107020742912,0.17369878841917183
2025-11-05,0.0032654743340312154,0.17696426275320304
2025-11-14,-0.00036365894166792126,0.1766006038115351
2025-11-17,-0.009516461288915168,0.16708414252261994
2025-11-18,-0.008597503213040225,0.1584866393095797
2025-11-19,0.003663149507556951,0.16214978881713665
2025-11-24,0.014518526835907574,0.17666831565304422
2025-11-25,0.009205947461920138,0.18587426311496436
2025-11-26,0.006703459171132776,0.19257772228609712
2025-12-01,-0.004765467815318524,0.1878122544707786
2025-12-02,0.0016522200441719593,0.18946447451495055
2025-12-03,0.0032627752998606097,0.19272724981481115
2025-12-16,-0.002932339407589657,0.1897949104072215
2025-12-18,0.007351304892321254,0.19714621529954274
2025-12-19,0.005890523350299471,0.2030367386498422
2025-12-22,0.006029874178387496,0.2090666128282297
2026-01-05,0.0064601108169108695,0.21552672364514056
2026-01-22,0.0050231630101675645,0.2205498866553081
2026-01-26,0.004878130811459581,0.2254280174667677
2026-02-02,0.004771317523953856,0.23019933499072154
2026-02-04,-0.005043917905757666,0.22515541708496387
2026-02-05,-0.0126892628772314,0.21246615420773246
2026-02-18,0.004837713354905549,0.217303867562638
