date,symbol,readiness_score,ignition_score,early_score,early_bucket,dp_strength,transition_flag,compression_flag,trigger_cluster,trade_permission,tr_lift,cluster_slope,tr_lift_fast,cluster_slope_fast,pressure_state,trade_gate,pressure_reason,signal_ts,signal_version
2024-06-24,WMT,0.0,22.36406611566092,22.36406611566092,unknown,0.0,0,0,4.0,1,1.359101652891523,0.2,1.3557609394157493,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.36 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-06-25,WMT,0.0,20.0,20.0,unknown,0.0,0,0,4.0,1,2.863158544111533,0.0,2.8561208127459357,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=2.86 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-06-26,WMT,0.0,27.252873101502843,27.252873101502843,quiet,0.0,0,0,5.0,1,1.481321827537571,0.2,1.2301897488166347,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.23 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-06-27,WMT,0.0,1.877485289079175,1.877485289079175,quiet,0.0,0,0,4.0,0,1.0469371322269794,0.0,0.8102442108080846,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-06-28,WMT,0.0,0.0,0.0,quiet,0.0,0,0,4.0,0,0.8996226775475822,0.0,0.6962348014575586,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-01,WMT,0.0,1.8020644078679027,1.8020644078679027,quiet,0.0,0,0,4.0,0,1.0450516101966976,0.0,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-02,WMT,0.0,0.0,0.0,quiet,0.0,0,0,3.0,0,0.9407564866691928,-0.2,0.8985797310179211,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-03,WMT,0.0,0.0,0.0,quiet,0.0,0,0,3.0,0,0.7209728837738174,-0.4,0.7663756710585828,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-05,WMT,0.0,20.0,20.0,quiet,0.0,0,0,4.0,1,2.0849082184565173,0.0,2.429687516835028,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=2.43 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-08,WMT,0.0,0.0,0.0,quiet,0.0,0,0,4.0,0,0.8076031932790654,0.0,0.9411557688227202,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-09,WMT,0.0,0.0,0.0,quiet,0.0,0,0,3.0,0,0.6520066286050604,-0.2,0.7318679496298901,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-10,WMT,0.0,0.0,0.0,quiet,0.0,0,0,2.0,0,0.8678423372859446,-0.2,1.0,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-11,WMT,0.0,17.875077429899342,17.875077429899342,quiet,0.0,0,0,2.0,0,1.4468769357474836,-0.2,1.503731078754102,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.50 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-12,WMT,0.0,2.16418132434792,2.16418132434792,quiet,0.0,0,0,2.0,0,1.054104533108698,-0.4,1.0955249251189734,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-15,WMT,0.0,0.0,0.0,quiet,0.0,0,0,2.0,0,0.896943085614642,-0.4,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-16,WMT,0.0,0.0,0.0,quiet,0.0,0,0,2.0,0,0.864149698124597,-0.2,0.8991913595434617,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-17,WMT,0.0,27.347200656452756,27.347200656452756,quiet,0.0,0,0,3.0,1,1.4836800164113189,0.2,1.3035115861972673,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.30 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-18,WMT,0.0,8.0,8.0,quiet,0.0,0,0,3.0,0,0.9725364250579036,0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-19,WMT,0.0,0.0,0.0,quiet,0.0,0,0,2.0,0,0.9059365737719567,0.0,0.9164936151468099,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-22,WMT,0.0,15.177571903439757,15.177571903439757,quiet,0.0,0,0,2.0,0,1.379439297585994,0.0,1.3637305575767327,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.36 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-23,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.7871405212047307,0.0,0.7781767445311227,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-24,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.6675448385123083,-0.2,0.7368560425073901,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-25,WMT,0.0,4.153661726527247,4.153661726527247,quiet,0.0,0,0,1.0,0,1.1038415431631812,-0.4,1.2184534493041026,-1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.22 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-26,WMT,0.0,20.0,20.0,quiet,0.0,0,0,2.0,0,1.9045924691301306,0.0,1.725421987355457,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.73 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-29,WMT,2.7578022047807416,0.6032410589167014,3.361043263697443,quiet,0.1838534803187161,0,0,2.0,0,1.0150810264729175,0.0,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-30,WMT,2.7578022047807416,4.175415765207182,6.933217969987924,quiet,0.1838534803187161,0,0,2.0,0,1.1043853941301796,0.0,1.073697307638233,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-07-31,WMT,2.7578022047807416,9.136104676009609,11.89390688079035,quiet,0.1838534803187161,0,0,1.0,0,1.2284026169002402,-0.2,1.1122952398947086,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-01,WMT,2.7578022047807416,28.0,30.75780220478074,quiet,0.1838534803187161,0,0,2.0,0,1.510469522597018,0.2,1.3113704468810257,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.31 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-02,WMT,2.7578022047807416,28.0,30.75780220478074,quiet,0.1838534803187161,0,0,3.0,1,2.7498248083318484,0.2,2.6110162324049764,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=2.61 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-05,WMT,0.0,36.0,36.0,quiet,0.0,0,0,4.0,1,1.860524863321216,0.4,1.347145894825811,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.35 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-06,WMT,0.0,17.863513477116705,17.863513477116705,quiet,0.0,0,0,4.0,0,1.0465878369279176,0.4,0.8370850833190456,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-07,WMT,0.0,23.10239870007311,23.10239870007311,quiet,0.0,0,0,5.0,1,1.0775599675018277,0.8,0.9778515062217041,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-08,WMT,0.0,20.743221091056725,20.743221091056725,quiet,0.0,0,0,6.0,1,1.0185805272764181,0.8,1.0,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-09,WMT,0.0,16.0,16.0,quiet,0.0,0,0,5.0,0,0.7869549413048946,0.4,0.7303119687429923,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-12,WMT,15.0,16.768602892617693,31.768602892617693,quiet,1.0,0,0,6.0,1,1.0192150723154423,0.4,1.0307577649146218,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-13,WMT,15.0,29.755855533178497,44.7558555331785,quiet,1.0,0,0,7.0,1,1.2438963883294625,0.6,1.2393887542338284,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.24 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-14,WMT,15.0,16.0,31.0,quiet,1.0,0,0,7.0,0,0.7437445886543432,0.4,0.7410494056007417,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-15,WMT,15.0,28.0,43.0,quiet,1.0,0,0,7.0,1,4.273877682144086,0.2,4.272547262316974,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=4.27 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-16,WMT,15.0,8.0,23.0,quiet,1.0,0,0,6.0,0,0.815180123808197,0.2,0.8027638965949446,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-19,WMT,25.0,0.0,25.0,quiet,0.0,0,1,5.0,1,0.521613715839752,-0.2,0.5850097532490512,-1.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-20,WMT,0.0,0.0,0.0,quiet,0.0,0,0,5.0,0,0.8432158139093823,-0.4,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-21,WMT,0.0,0.0,0.0,quiet,0.0,0,0,4.0,0,0.9644960005684212,-0.6,1.0,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-22,WMT,0.0,0.4785376417314957,0.4785376417314957,quiet,0.0,0,0,3.0,0,1.0119634410432874,-0.8,1.0242165959039404,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-23,WMT,0.0,0.0,0.0,quiet,0.0,0,0,3.0,0,0.755404743054,-0.6,0.7647937385928911,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-26,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.609085750275299,-0.6,0.6091822772374349,-1.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-27,WMT,25.0,0.0,25.0,quiet,0.0,0,1,1.0,0,0.6494001721142576,-0.8,0.8452042137394749,-1.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-28,WMT,25.0,0.0,25.0,quiet,0.0,0,1,1.0,0,0.6683621142944932,-0.6,0.9123674977433741,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-29,WMT,0.0,0.0,0.0,quiet,0.0,0,0,0.0,0,0.995271654649811,-0.6,1.1720100270037868,-1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.17 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-08-30,WMT,0.0,20.0,20.0,quiet,0.0,0,0,1.0,0,1.5387957355522317,-0.4,1.8120520394127406,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.81 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-03,WMT,0.0,4.261002574049435,4.261002574049435,quiet,0.0,0,0,1.0,0,1.1065250643512359,-0.2,1.2502184424451979,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.25 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-04,WMT,0.0,0.0,0.0,quiet,0.0,0,0,1.0,0,0.9231579734008099,0.0,0.9275437204384419,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-05,WMT,0.0,12.37895350128892,12.37895350128892,quiet,0.0,0,0,1.0,0,1.309473837532223,0.0,1.0523720117336226,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-06,WMT,0.0,18.612787407986197,18.612787407986197,quiet,0.0,0,0,1.0,0,1.2653196851996549,0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-09,WMT,7.208441298971882,3.8079065506781884,11.01634784965007,quiet,0.4805627532647921,0,0,1.0,0,1.0951976637669547,0.0,0.9681728379629104,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-10,WMT,7.208441298971882,28.0,35.208441298971884,quiet,0.4805627532647921,0,0,2.0,0,1.5959918772537,0.2,1.5445116446773413,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.54 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-11,WMT,7.208441298971882,27.894886228698354,35.10332752767024,quiet,0.4805627532647921,0,0,3.0,1,1.297372155717459,0.4,1.2432168022805237,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.24 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-12,WMT,7.208441298971882,27.83593756053021,35.04437885950209,quiet,0.4805627532647921,0,0,4.0,1,1.1958984390132552,0.6,1.0,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-13,WMT,7.208441298971882,20.0,27.20844129897188,quiet,0.4805627532647921,0,0,4.0,0,0.9437267795817007,0.6,0.7891362249459718,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-16,WMT,4.844717625990562,16.0,20.84471762599056,quiet,0.32298117506603746,0,0,3.0,0,0.8276367429495298,0.4,0.6745469389007593,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-17,WMT,4.844717625990562,36.0,40.84471762599056,quiet,0.32298117506603746,0,0,4.0,1,2.1609714867875267,0.4,1.8069857910096119,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.81 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-18,WMT,4.844717625990562,8.748185358882383,13.592902984872945,quiet,0.32298117506603746,0,0,4.0,0,1.0187046339720596,0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-19,WMT,4.844717625990562,21.79013266630505,26.63485029229561,quiet,0.32298117506603746,0,0,5.0,1,1.3447533166576262,0.2,1.4338837989265658,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.43 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-20,WMT,4.844717625990562,23.68321382539802,28.527931451388582,quiet,0.32298117506603746,0,0,6.0,1,1.1920803456349505,0.4,1.0,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-23,WMT,0.0,20.06521670458227,20.06521670458227,quiet,0.0,0,0,7.0,1,1.0016304176145567,0.8,0.865087575744576,1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-24,WMT,25.0,16.0,41.0,quiet,0.0,0,1,6.0,1,0.4985735906956077,0.4,0.48346347343301516,-1.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-25,WMT,0.0,8.0,8.0,quiet,0.0,0,0,5.0,0,0.7493746532013598,0.2,0.6650523491516886,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-26,WMT,0.0,20.0,20.0,quiet,0.0,0,0,5.0,1,1.7013207799382688,0.0,1.5586741685456578,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.56 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-27,WMT,45.0,0.0,45.0,quiet,0.0,1,1,5.0,1,0.549521418402893,-0.2,0.7570035637251414,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-09-30,WMT,0.0,0.0,0.0,quiet,0.0,0,0,5.0,0,0.9107983939606424,-0.4,1.2573556893476079,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.26 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-01,WMT,0.0,0.0,0.0,quiet,0.0,0,0,4.0,0,0.9358172053919828,-0.4,1.0,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-02,WMT,0.0,0.0,0.0,quiet,0.0,0,0,4.0,0,0.9976520994366578,-0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-03,WMT,25.0,0.0,25.0,quiet,0.0,0,1,3.0,1,0.6550863192765004,-0.4,0.6767246402322533,-1.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-04,WMT,0.0,4.942766514046095,4.942766514046095,quiet,0.0,0,0,3.0,1,1.1235691628511524,-0.4,1.0887561050102816,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-07,WMT,0.0,20.0,20.0,quiet,0.0,0,0,3.0,1,1.7884266642096114,-0.4,1.7330134302371756,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.73 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-08,WMT,25.0,0.0,25.0,quiet,0.0,0,1,3.0,1,0.679110119754043,-0.2,0.6580683355355043,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-09,WMT,0.0,0.0,0.0,quiet,0.0,0,0,3.0,0,0.7091911060769788,-0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-10,WMT,0.0,0.0,0.0,quiet,0.0,0,0,2.0,0,0.9363810586816623,-0.2,1.0,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-11,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.7524353853211145,-0.2,0.9656203457817015,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-14,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.8635818863387736,-0.2,0.984513906605513,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-15,WMT,0.0,20.0,20.0,quiet,0.0,0,0,3.0,1,1.7323618494891353,0.0,1.9070555757974534,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.91 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-16,WMT,0.0,7.351576760195675,7.351576760195675,quiet,0.0,0,0,3.0,0,1.1837894190048919,0.0,1.0844496067800786,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-17,WMT,0.0,8.0,8.0,quiet,0.0,0,0,3.0,0,0.9417667609227213,0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-18,WMT,0.0,5.4122267386871314,5.4122267386871314,quiet,0.0,0,0,2.0,0,1.1353056684671783,0.0,1.0,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-21,WMT,0.0,0.0,0.0,quiet,0.0,0,0,1.0,0,0.9885919259356161,-0.2,0.810813917800105,-1.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-22,WMT,0.0,20.0,20.0,quiet,0.0,0,0,2.0,0,1.5516380278940756,-0.2,1.3667138912368897,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.37 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-23,WMT,0.0,20.0,20.0,quiet,0.0,0,0,3.0,1,1.5112453521913962,0.0,1.4599484398563933,1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.46 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-24,WMT,25.0,0.0,25.0,quiet,0.0,0,1,3.0,1,0.7690268791771018,0.0,0.7034777384469185,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-25,WMT,0.0,8.0,8.0,quiet,0.0,0,0,3.0,0,0.8994780299076455,0.2,1.0,0.0,NORMAL,0,default,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-28,WMT,25.0,16.0,41.0,quiet,0.0,0,1,3.0,1,0.636151661788156,0.4,0.707245358570318,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-29,WMT,0.0,10.278718779353735,10.278718779353735,quiet,0.0,0,0,2.0,0,1.2569679694838434,0.0,1.3974415468634662,-1.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.40 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-30,WMT,25.0,0.0,25.0,quiet,0.0,0,1,2.0,0,0.6222178956220359,-0.2,0.7307363362190388,0.0,COILED,0,compression_flag=1,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
2024-10-31,WMT,0.0,11.57832319906495,11.57832319906495,quiet,0.0,0,0,2.0,0,1.2894580799766238,-0.2,1.4282990994778593,0.0,UNRESOLVED_PRESSURE,0,tr_lift_fast=1.43 >= 1.15 but early_bucket=quiet,2026-06-17T00:01:15.898280+00:00,v1_early_readiness_ignition
